Religion,,A006,F001,F004,F005,F007,F009,F010,F050,F052,F062,F063,B009,E217,E218,E219,I001,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A043B,A044,A045,A165,A168,A168A,F022,A170,A173,E040,E041,F051,F053,F054,F064,F198,A025,A026,A046,A047,A048,A049,D018,D019,D022,D023,D024,D059,D060,D061,D081,E290,F114A,F114B,F114C,F114D,F114E,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F128,F135A,F028,F028B,F029,F031,F032,F033,F065,F066,F067,F194,E220,E222,F202,A065,A098,E069_51,F102,F103,F104,F105,B017,F003,F051.1,F053.1,F054.1,F057,F060,A124_12,F203,F204,F205,G007_35_B,F025,F025_WVS,Religion
Judaism,291124,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,9,9,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,1,0,0,0,0,4,4,1,9,8,9,9,9,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,20493,2,2,0,0,0,0,0,0,0,0,1,0,9,10,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,2,0,7,0,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,1,1,1,1,0,2,3,1,10,8,10,10,0,2,0,0,10,3,4,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,4,40000000,Judaism
Judaism,42552,1,0,0,0,0,0,0,1,0,0,10,0,9,9,0,6,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,8,7,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,10,5,10,5,10,10,6,5,10,10,10,10,10,6,10,0,0,10,3,3,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,4,4,40000000,Judaism
Judaism,1819,1,1,0,0,0,0,0,1,1,0,10,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,2,0,1,5,10,0,0,1,1,1,1,0,1,2,0,0,0,0,1,1,0,0,0,3,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,55666,2,0,0,0,0,0,0,0,0,0,3,0,8,10,0,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,7,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,1,1,1,1,1,6,2,1,10,7,2,2,3,1,0,0,10,4,7,0,0,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,40000000,Judaism
Judaism,389748,1,1,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,1,1,0,1,10,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198654,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,389236,0,3,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,10,10,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,422798,0,1,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,8,8,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,4,8,1,1,1,5,5,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,197949,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198269,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,403526,2,2,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,2,0,1,8,7,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,2,1,5,2,7,9,9,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,4,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,442639,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,10,1,1,10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,7,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,4,40000000,Judaism
Judaism,174831,1,3,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,0,0,0,7,5,0,3,0,1,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,443426,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,9,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,10,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,7,7,6,8,6,8,5,5,5,5,7,5,7,5,6,0,0,6,8,2,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,4,40000000,Judaism
Judaism,421791,0,2,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,7,7,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,5,0,0,0,0,2,3,4,1,4,10,10,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,405401,2,2,0,0,0,0,0,0,0,0,8,0,7,7,4,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,7,0,8,10,4,8,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,1,1,5,5,2,4,6,1,0,0,0,4,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4,40000000,Judaism
Judaism,198194,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198385,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,1590,3,3,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,2,1,0,2,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,4,0,0,0,2,0,0,0,0,2,2,2,1,1,4,4,6,1,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,422441,0,1,0,0,0,0,0,1,1,0,10,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,9,8,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,6,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198490,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,403987,3,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,1,0,1,5,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,2,3,0,0,0,1,0,0,0,0,2,1,1,6,1,6,6,10,2,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,59444,1,0,0,0,0,0,0,0,0,0,7,0,4,5,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,4,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,6,5,5,6,6,5,6,5,6,4,4,5,6,7,5,0,0,5,3,5,0,0,0,0,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,1,4,40000000,Judaism
Judaism,198875,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,1865,3,1,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,0,2,5,7,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,5,1,0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,401993,1,1,0,0,0,0,0,1,1,0,8,2,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,3,1,0,0,3,9,8,3,8,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,2,2,4,0,0,0,2,0,0,0,0,2,2,1,10,9,1,10,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,270286,3,2,0,0,0,0,0,0,0,0,4,0,1,3,6,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,3,0,8,9,1,7,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,1,0,0,0,0,1,1,2,2,3,2,2,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,1,0,0,0,1,4,40000000,Judaism
Judaism,395012,2,1,0,0,0,0,0,1,0,0,10,0,10,9,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,6,0,5,4,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,1,1,1,1,0,1,1,1,1,1,10,10,0,1,0,0,10,8,2,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,2,4,40000000,Judaism
Judaism,198668,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,197913,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,17020,3,1,0,0,0,0,0,1,1,0,10,2,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,2,3,2,0,0,1,3,6,2,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,2,3,3,0,0,0,1,0,0,0,0,1,1,1,10,10,6,10,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,316905,2,1,0,0,0,0,0,1,1,0,9,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,8,8,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,3,0,0,0,1,0,0,0,0,1,1,1,3,0,6,4,1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,2,4,1,0,0,1,1,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,133314,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,9,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,4,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198374,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198756,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,57674,1,0,0,0,0,0,0,1,0,0,10,0,5,10,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,7,1,1,1,1,1,6,1,1,1,6,6,6,6,0,0,1,6,4,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,4,40000000,Judaism
Judaism,198571,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198630,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,220941,1,1,0,0,0,0,0,1,0,0,10,0,9,9,0,9,0,0,0,1,0,1,1,0,0,1,1,0,0,0,2,0,9,0,10,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,9,9,2,0,9,9,2,2,2,2,9,0,9,0,0,9,7,1,0,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,4,4,40000000,Judaism
Judaism,198824,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198780,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198813,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198512,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,389774,1,3,0,0,0,0,0,1,1,0,10,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,2,0,1,10,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,4,0,0,0,1,0,0,0,0,10,1,1,1,1,1,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198879,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198826,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,197926,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,360181,2,2,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0,2,8,8,0,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,10,2,1,0,2,4,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,2,4,0,0,1,0,1,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,220599,2,3,0,0,0,0,0,1,0,0,4,0,10,9,0,9,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,4,0,7,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,6,1,1,2,0,4,2,2,1,1,1,2,0,1,0,0,2,8,7,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,40000000,Judaism
Judaism,197966,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,5993,3,1,2,1,3,2,2,1,0,1,4,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,7,7,0,5,0,0,0,1,0,2,3,1,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,47993,1,1,0,0,0,0,0,0,0,0,10,0,10,8,9,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,2,0,5,0,8,10,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,5,1,1,1,1,1,5,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,4,40000000,Judaism
Judaism,198593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,401883,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3,0,0,0,0,2,0,3,7,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,8,10,10,10,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
Judaism,198504,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40000000,Judaism
