Religion,,A006,F001,F004,F005,F007,F009,F010,F050,F052,F062,F063,B009,E217,E218,E219,I001,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A043B,A044,A045,A165,A168,A168A,F022,A170,A173,E040,E041,F051,F053,F054,F064,F198,A025,A026,A046,A047,A048,A049,D018,D019,D022,D023,D024,D059,D060,D061,D081,E290,F114A,F114B,F114C,F114D,F114E,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F128,F135A,F028,F028B,F029,F031,F032,F033,F065,F066,F067,F194,E220,E222,F202,A065,A098,E069_51,F102,F103,F104,F105,B017,F003,F051.1,F053.1,F054.1,F057,F060,A124_12,F203,F204,F205,G007_35_B,F025,F025_WVS,Religion
Orthodox Church of Greece,149959,4,0,0,0,0,0,0,0,0,0,4,0,9,10,0,9,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,7,1,1,4,3,1,1,2,1,10,10,10,10,10,10,0,0,10,6,7,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149801,1,0,0,0,0,0,0,1,0,0,10,0,8,6,0,8,1,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,0,0,8,7,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,3,1,1,1,1,1,1,1,2,5,5,5,6,1,1,0,0,6,6,1,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,3,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149580,1,0,0,0,0,0,0,1,0,0,9,0,9,9,0,9,0,1,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,7,7,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,3,1,1,1,1,3,1,1,7,6,1,7,1,1,0,0,8,4,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149821,1,0,0,0,0,0,0,1,0,0,10,0,8,8,0,7,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,8,6,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,1,1,1,1,1,1,1,1,3,3,1,5,4,1,0,0,10,2,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149477,1,0,0,0,0,0,0,1,0,0,10,0,7,4,0,5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,3,7,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,0,0,3,3,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,2,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149333,3,0,0,0,0,0,0,1,0,0,8,0,9,7,0,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,3,1,1,1,2,5,4,1,6,1,9,10,3,1,0,0,7,3,4,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,234116,3,0,0,0,0,0,0,1,0,0,7,0,8,5,0,4,0,0,0,1,0,1,1,1,0,1,0,0,0,0,2,0,0,0,6,4,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,8,1,1,1,1,0,2,3,2,0,1,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,3,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149302,2,0,0,0,0,0,0,1,0,0,6,0,9,9,0,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,1,1,1,1,1,1,5,3,1,5,5,7,8,5,2,0,0,9,7,7,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149375,1,0,0,0,0,0,0,1,0,0,10,0,5,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,5,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,234120,2,0,0,0,0,0,0,1,0,0,6,0,6,5,0,4,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,7,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149793,1,0,0,0,0,0,0,1,0,0,9,0,9,9,0,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,6,7,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,1,1,1,1,1,1,2,1,1,3,1,3,5,1,1,0,0,5,4,4,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,3,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149308,2,0,0,0,0,0,0,1,0,0,7,0,8,7,0,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,1,2,2,1,5,4,6,7,1,1,0,0,7,4,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149255,1,0,0,0,0,0,0,1,0,0,10,0,8,4,0,4,1,0,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,8,6,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,1,1,1,1,1,1,1,1,1,2,2,3,9,1,1,0,0,9,4,3,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,3,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149335,2,0,0,0,0,0,0,1,0,0,9,0,7,8,0,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,4,5,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,1,1,1,1,1,1,1,1,7,1,5,9,9,5,0,0,9,2,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,2,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,162416,3,2,0,0,0,0,0,0,0,0,9,0,10,10,10,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,9,0,8,8,3,9,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,0,1,1,3,3,1,1,6,6,1,0,0,0,3,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149627,2,0,0,0,0,0,0,1,0,0,10,0,10,10,0,5,0,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,3,1,1,1,1,1,1,1,9,7,5,10,3,3,0,0,10,4,2,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149137,2,0,0,0,0,0,0,1,0,0,7,0,10,8,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,1,1,1,1,1,1,1,1,10,10,10,10,10,1,0,0,10,4,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149360,2,0,0,0,0,0,0,1,0,0,7,0,9,8,0,2,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,1,3,1,1,1,1,6,4,1,7,7,8,9,8,3,0,0,10,7,4,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,30112000,Orthodox Church of Greece
Orthodox Church of Greece,149869,1,0,0,0,0,0,0,1,0,0,10,0,7,8,0,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,1,5,1,1,1,1,3,5,1,1,3,3,7,1,1,0,0,6,3,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,3,30112000,Orthodox Church of Greece
Orthodox Church of Ukraine,396767,3,0,0,0,0,0,0,1,0,0,0,0,7,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,0,5,3,3,0,0,4,0,0,2,0,0,0,0,0,0,0,9,4,6,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396986,2,0,0,0,0,0,0,0,0,0,5,0,6,4,0,5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,4,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,6,5,6,7,5,4,4,5,5,6,7,4,5,6,6,0,0,4,4,6,0,0,0,0,0,0,0,0,7,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397593,3,0,0,0,0,0,0,1,0,0,7,0,10,10,0,10,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,1,2,3,2,5,1,2,2,1,1,1,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396588,3,0,0,0,0,0,0,1,0,0,5,0,7,6,0,8,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,8,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,1,1,2,2,3,3,2,3,1,2,5,5,8,1,0,0,7,4,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397471,0,0,0,0,0,0,0,1,0,0,8,0,9,10,0,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,3,1,1,5,2,3,7,1,1,5,7,6,7,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396592,2,0,0,0,0,0,0,1,0,0,9,0,9,8,0,2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,7,8,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,1,1,1,2,2,2,0,2,5,2,5,2,0,0,9,7,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397096,3,0,0,0,0,0,0,1,0,0,4,0,7,8,0,4,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1,1,1,1,1,1,2,1,1,1,1,1,7,6,3,0,0,5,4,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396725,2,0,0,0,0,0,0,1,0,0,7,0,6,6,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397551,2,0,0,0,0,0,0,1,0,0,10,0,10,10,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,1,1,1,1,1,8,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397612,2,0,0,0,0,0,0,1,0,0,10,0,0,10,0,10,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,2,3,4,1,1,5,2,2,0,3,4,0,2,1,0,0,0,6,3,0,0,0,0,0,0,0,0,10,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396852,3,0,0,0,0,0,0,0,0,0,8,0,9,7,0,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396432,2,0,0,0,0,0,0,1,0,0,8,0,7,9,0,6,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,1,7,1,2,1,1,0,1,1,0,1,8,8,1,1,0,0,1,8,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397393,3,0,0,0,0,0,0,0,0,0,7,0,7,5,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,8,2,1,4,3,4,8,1,3,5,5,5,5,3,5,0,0,10,8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396594,2,0,0,0,0,0,0,1,0,0,9,0,9,9,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,3,2,2,1,2,2,2,3,3,3,5,0,2,0,0,5,4,3,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,3,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397107,2,0,0,0,0,0,0,1,0,0,8,0,8,9,0,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1,1,1,1,3,1,1,4,1,1,3,1,3,4,1,0,0,5,4,4,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397559,1,0,0,0,0,0,0,1,0,0,10,0,6,5,0,10,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,0,1,3,2,2,5,2,0,0,0,0,2,3,0,1,0,0,7,3,2,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396695,3,0,0,0,0,0,0,1,0,0,6,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,6,2,2,2,2,8,3,2,0,10,10,10,3,2,0,0,10,4,5,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397416,4,0,0,0,0,0,0,0,0,0,5,0,5,10,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,1,5,1,1,1,1,1,10,1,1,1,5,10,1,1,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396816,1,0,0,0,0,0,0,1,0,0,5,0,5,5,0,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,2,1,2,2,2,2,5,2,1,1,1,5,5,1,0,0,7,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397466,2,0,0,0,0,0,0,1,0,0,10,0,10,10,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,10,1,1,1,10,0,0,1,1,1,1,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396983,3,0,0,0,0,0,0,1,0,0,5,0,4,6,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,8,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,8,4,3,3,6,7,7,6,5,5,4,4,9,1,10,0,0,5,6,6,0,0,0,0,0,0,0,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396993,3,0,0,0,0,0,0,1,0,0,8,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,2,3,1,3,3,1,5,2,1,1,2,5,5,1,1,0,0,5,4,8,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396484,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,8,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,8,9,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,5,1,7,7,5,6,5,4,8,5,6,7,5,6,7,0,0,9,4,1,0,0,0,0,0,0,0,0,8,0,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,1,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397626,2,0,0,0,0,0,0,1,0,0,5,0,10,10,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,1,1,1,1,0,5,5,0,1,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397407,3,0,0,0,0,0,0,1,0,0,10,0,10,10,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,4,1,1,1,1,7,1,1,3,3,1,5,5,1,0,0,4,4,2,0,0,0,0,0,0,0,0,10,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397459,2,0,0,0,0,0,0,1,0,0,10,0,0,7,0,10,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,6,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,1,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396595,1,0,0,0,0,0,0,1,0,0,10,0,9,9,0,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,2,1,1,1,2,2,2,0,0,2,5,9,1,0,0,6,4,1,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397480,1,0,0,0,0,0,0,1,0,0,7,0,10,10,0,5,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,1,1,1,3,1,1,1,1,1,1,1,3,6,1,1,0,0,6,4,5,0,0,0,0,0,0,0,0,6,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396836,4,0,0,0,0,0,0,1,0,0,5,0,10,10,0,5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,7,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,5,1,1,1,1,1,1,1,1,6,1,1,10,1,1,0,0,10,4,8,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397608,2,0,0,0,0,0,0,1,0,0,10,0,10,10,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,6,8,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,396766,1,0,0,0,0,0,0,1,0,0,10,0,7,8,0,6,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,5,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2,5,1,3,1,1,1,1,1,1,1,2,5,3,2,0,0,6,4,1,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,3,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397100,4,0,0,0,0,0,0,1,0,0,5,0,9,8,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,3,3,1,1,1,1,3,3,1,3,3,3,10,5,1,0,0,5,4,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397321,2,0,0,0,0,0,0,1,0,0,10,0,10,10,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,10,8,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,6,5,1,1,9,9,6,3,5,7,6,6,8,0,0,5,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,4,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397242,2,0,0,0,0,0,0,1,0,0,9,0,7,10,0,7,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,7,1,1,1,0,3,7,1,3,3,7,8,4,2,0,0,3,3,3,0,0,0,0,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,30117000,Orthodox Church of Ukraine
Orthodox Church of Ukraine,397534,3,0,0,0,0,0,0,1,0,0,10,0,7,10,0,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1,1,5,1,1,1,1,1,1,0,0,0,5,5,1,0,0,5,6,2,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,3,30117000,Orthodox Church of Ukraine
